껍데기클라쓰	1	0	0	0	0	100.0	5.0	0	0	100.0	5.0	
GM프라자	1	0	0	100.0	5.0	100.0	5.0	0	0	83.3	4.2	
육해공포차포차	1	100.0	5.0	0	0	100.0	5.0	0	0	82.8	4.1	
초지참숯불갈비	1	100.0	5.0	0	0	0	0	0	0	97.7	4.9	
대구허서방숯불생막창	1	87.5	4.4	0	0	100.0	5.0	0	0	82.4	4.1	
해우돈	1	100.0	5.0	0	0	100.0	5.0	0	0	80.0	4.0	
김제삼	1	0	0	0	0	100.0	5.0	0	0	93.8	4.7	
대가보쌈과냉채족발	1	0	0	0	0	100.0	5.0	0	0	92.9	4.6	
청해꺼먹돼지	1	100.0	5.0	0	0	0	0	0	0	92.0	4.6	
아어	1	0	0	0	0	80.0	4.0	0	0	93.3	4.7	
806	1	0	0	0	0	50.0	2.5	100.0	5.0	81.2	4.1	
경복돼지생고기	1	100.0	5.0	0	0	90.9	4.5	0	0	73.9	3.7	
삼우타워	1	100.0	5.0	0	0	85.7	4.3	0	0	73.9	3.7	
신스쭈꾸미	1	100.0	5.0	0	0	0	0	0	0	85.7	4.3	
토리아에즈	1	100.0	5.0	0	0	62.5	3.1	0	0	75.0	3.8	
포크너	2	0	0	0	0	0	0	0	0	99.2	4.3	
별빛양꼬치	1	0	0	0	0	84.6	4.2	0	0	80.0	4.0	
우리한우연구소	1	0	0	0	0	100.0	5.0	0	0	76.9	3.8	
돈돈보쌈	1	0	0	0	0	100.0	5.0	0	0	76.2	3.8	
핵밥	1	0	0	0	0	100.0	5.0	0	0	76.0	3.8	
짚풀볏짚삼겹살	1	0	0	0	0	0	0	0	0	91.7	4.6	
돈카츠석	1	0	0	0	0	0	0	0	0	91.7	4.6	
쉐프스라운지	1	0	0	100.0	5.0	0	0	0	0	75.0	3.8	
일번집	1	0	0	0	0	100.0	5.0	0	0	73.3	3.7	
고구려	2	0	0	0	0	115.1	5.0	0.0	0.0	69.9	3.0	
호수꼬치	1	0	0	66.7	3.3	0.0	0.0	0	0	77.8	3.9	
우당	1	0	0	0	0	81.8	4.1	0	0	72.2	3.6	
양푼이 생갈비 김치찌개	1	0	0	0	0	80.0	4.0	0	0	71.4	3.6	
황금돼지	1	0	0	0	0	0	0	0	0	81.2	4.1	
하안돌곱창	1	50.0	2.5	0	0	0	0	0	0	64.7	3.2	
삼곱식당	1	0	0	0	0	0	0	0	0	72.7	3.6	
착한돼지	1	0.0	0.0	0	0	100.0	5.0	0	0	50.0	2.5	
다빈	1	0	0	0	0	0	0	0	0	60.0	3.0	
