빽돈	2	0	0	115.1	5.0	115.1	5.0	0	0	102.7	4.5	
최고집삼겹살	1	100.0	5.0	100.0	5.0	100.0	5.0	0	0	90.6	4.5	
강남식당	2	115.1	5.0	0	0	115.1	5.0	0	0	100.7	4.4	
강남고기이야기 대성식당	1	50.0	2.5	0	0	100.0	5.0	100.0	5.0	96.3	4.8	
수입식당	1	100.0	5.0	0	0	100.0	5.0	100.0	5.0	87.5	4.4	
삼삼이네	1	0	0	100.0	5.0	100.0	5.0	0	0	100.0	5.0	
탐라도야지	1	100.0	5.0	0	0	100.0	5.0	0	0	100.0	5.0	
숙달돼지	1	100.0	5.0	0	0	0	0	100.0	5.0	100.0	5.0	
초선과여포	1	100.0	5.0	0	0	100.0	5.0	0	0	100.0	5.0	
보성녹돈	1	100.0	5.0	0	0	100.0	5.0	0	0	100.0	5.0	
둥지식당	1	0	0	0	0	100.0	5.0	100.0	5.0	97.5	4.9	
식껍	1	0	0	100.0	5.0	100.0	5.0	0	0	97.1	4.9	
스타팰리스	1	100.0	5.0	0	0	100.0	5.0	0	0	96.9	4.8	
쭈꾸미 한상	1	66.7	3.3	0	0	100.0	5.0	0	0	100.0	5.0	
사람사는 고깃집 김일도	1	83.3	4.2	0	0	100.0	5.0	0	0	96.3	4.8	
돈육지존	1	100.0	5.0	0	0	88.9	4.4	0	0	95.0	4.8	
서초목살	1	100.0	5.0	0	0	91.7	4.6	0	0	93.8	4.7	
자연석돌구이	2	0	0	0	0	115.1	5.0	0	0	105.5	4.6	
영주빌딩	1	0	0	100.0	5.0	88.9	4.4	0	0	91.4	4.6	
아우네부대찌개&삼겹살	1	100.0	5.0	0	0	100.0	5.0	0	0	88.9	4.4	
강남소금구이	1	0	0	0	0	100.0	5.0	50.0	2.5	94.7	4.7	
바이준인테리어	1	100.0	5.0	100.0	5.0	0	0	0	0	85.7	4.3	
까사생갈비	1	100.0	5.0	0	0	100.0	5.0	0	0	84.6	4.2	
정돈	1	100.0	5.0	0	0	0	0	0	0	100.0	5.0	
훠궈나라	1	0	0	0	0	100.0	5.0	0	0	100.0	5.0	
노블레스오블리쭈	1	0	0	0	0	100.0	5.0	0	0	100.0	5.0	
압구정진주	1	100.0	5.0	0	0	0	0	0	0	100.0	5.0	
강남꿀돼지	1	0	0	0	0	100.0	5.0	0	0	100.0	5.0	
직화반상by셰플리	1	0	0	0	0	100.0	5.0	0	0	100.0	5.0	
시골야채된장	1	100.0	5.0	0	0	0	0	0	0	95.0	4.8	
난장캠프	1	100.0	5.0	0	0	0	0	0	0	94.1	4.7	
옥돌양곱창구이	1	0	0	0	0	100.0	5.0	0	0	94.1	4.7	
다돈식당	1	100.0	5.0	0	0	0	0	0	0	93.3	4.7	
단지	1	0	0	0	0	100.0	5.0	0	0	93.3	4.7	
현대정육식당	1	0	0	0	0	100.0	5.0	0	0	92.3	4.6	
돈웁쓰럭셔리삼겹	1	0	0	0	0	100.0	5.0	0	0	90.5	4.5	
싸움의고수	1	0	0	0	0	0	0	0	0	100.0	5.0	
굽다	1	0	0	0	0	100.0	5.0	0	0	75.0	3.8	
슈터스클럽	1	0	0	0	0	75.0	3.8	0	0	60.0	3.0	
